행정기관,날짜,성별,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
경상북도 경주시 ,2023년06월,남,7135,10258,13115,12513,17707,23718,22865,11702,4887,454,9
경상북도 김천시 ,2023년06월,남,4663,6660,7240,7388,9754,12073,12189,6424,2950,315,6
경상북도 안동시 ,2023년06월,남,4525,6876,8187,7424,10522,13129,13396,7641,3874,340,5
경상북도 구미시 ,2023년06월,남,17427,22868,29008,32098,36427,35686,24608,8306,2992,264,1
경상북도 영주시 ,2023년06월,남,2647,4519,5220,4211,6406,8863,9395,5559,2749,260,5
경상북도 영천시 ,2023년06월,남,2643,3375,5064,4765,6459,9556,10505,6075,2645,235,1
경상북도 상주시 ,2023년06월,남,2316,3827,4136,3581,5534,8279,9911,5656,2977,293,3
경상북도 문경시 ,2023년06월,남,1739,2868,3130,2674,4303,5963,7132,4137,2050,181,7
경상북도 경산시 ,2023년06월,남,8964,11795,19603,17161,20539,23067,19566,9615,3873,327,1
경상북도 군위군 ,2023년06월,남,316,479,731,717,1076,2312,3260,1945,1016,87,0
경상북도 의성군 ,2023년06월,남,884,1141,1462,1592,2432,4347,6399,3994,2276,218,2
경상북도 청송군 ,2023년06월,남,448,554,858,903,1197,2255,3005,1861,966,92,1
경상북도 영양군 ,2023년06월,남,289,456,521,497,847,1564,1878,1132,660,52,3
경상북도 영덕군 ,2023년06월,남,635,987,1168,1071,1782,3130,3711,2368,1386,128,0
경상북도 청도군 ,2023년06월,남,647,1088,1323,1264,2255,3663,5258,3300,1562,151,0
경상북도 고령군 ,2023년06월,남,589,962,1206,1047,1836,3141,3698,2050,929,91,1
경상북도 성주군 ,2023년06월,남,812,1156,1637,1711,2498,4294,5598,3016,1289,131,5
경상북도 칠곡군 ,2023년06월,남,3749,5812,6154,6707,10764,11177,8538,3676,1628,170,2
경상북도 봉화군 ,2023년06월,남,562,893,1006,874,1625,2799,3957,2201,1209,136,2
경상북도 울진군 ,2023년06월,남,1257,1794,2356,2127,3057,4545,4614,2470,1286,117,2
경상북도 울릉군 ,2023년06월,남,169,220,499,502,772,1083,1057,523,216,19,0
경상남도 창원시 ,2023년06월,남,35943,50395,64055,65851,83075,89555,79373,33735,10711,796,12
경상남도 진주시 ,2023년06월,남,12514,17859,22878,20629,25393,28286,24589,12001,4668,382,7
경상남도 통영시 ,2023년06월,남,3529,6427,5282,5440,10504,11333,10866,5621,1838,130,0
경상남도 사천시 ,2023년06월,남,3428,5219,5949,5775,8786,9929,8951,4842,2067,171,1
경상남도 김해시 ,2023년06월,남,21037,30666,33521,33128,46341,51038,35715,13199,4447,322,5
경상남도 밀양시 ,2023년06월,남,2379,3838,4517,4320,6459,9074,11149,6130,2486,199,2
경상남도 거제시 ,2023년06월,남,10366,14707,11623,14199,24865,22873,15920,6170,1872,164,5
경상남도 양산시 ,2023년06월,남,15191,18164,19214,23185,31471,30310,24879,10858,3920,297,6
경상남도 의령군 ,2023년06월,남,483,732,907,818,1445,2388,3302,1736,913,105,5
경상남도 함안군 ,2023년06월,남,1524,2934,2663,2390,4379,5988,6524,3182,1366,128,2
경상남도 창녕군 ,2023년06월,남,1240,2008,2107,2341,3543,5427,6701,3703,1652,148,1
경상남도 고성군 ,2023년06월,남,906,2194,1988,1659,3190,4868,5465,3244,1460,140,2
경상남도 남해군 ,2023년06월,남,732,1462,1655,1187,2111,3665,4517,3008,1548,182,1
경상남도 하동군 ,2023년06월,남,717,1346,1546,1271,2231,4209,5212,2890,1507,158,1
경상남도 산청군 ,2023년06월,남,555,1036,1178,1000,1656,3315,4332,2498,1232,111,4
경상남도 함양군 ,2023년06월,남,716,1438,1407,1161,2017,3487,4113,2367,1265,131,3
경상남도 거창군 ,2023년06월,남,1606,3148,3085,2376,3574,5278,5703,3100,1633,198,3
경상남도 합천군 ,2023년06월,남,650,1135,1408,1186,2076,3857,5157,3050,1658,160,2
제주특별자치도 제주시 ,2023년06월,남,20476,27354,30761,30564,40914,43506,31489,14394,6121,543,10
제주특별자치도 서귀포시 ,2023년06월,남,6775,9186,9520,9204,15186,17560,14326,7341,3329,292,6
서울특별시 종로구 ,2023년06월,여,3032,5079,11499,9702,10051,12110,10200,6282,3951,631,26
서울특별시 중구 ,2023년06월,여,2879,3160,9499,10197,8309,9601,9175,5695,3425,621,23
서울특별시 용산구 ,2023년06월,여,5675,6938,16690,19125,16236,17817,15176,8750,5510,969,45
서울특별시 동대문구 ,2023년06월,여,8981,11350,29606,23551,23324,25630,24763,15425,8221,1180,44
서울특별시 중랑구 ,2023년06월,여,9712,11984,26567,28127,25929,32918,32492,17736,8680,1335,48
서울특별시 성북구 ,2023년06월,여,12228,17839,34365,28361,32992,35760,30809,18752,10356,1591,46
서울특별시 도봉구 ,2023년06월,여,7150,11067,19093,18481,21622,28373,27851,15422,8537,1340,49
서울특별시 노원구 ,2023년06월,여,13201,23266,33071,30495,40077,44453,38986,21901,12284,2081,68
서울특별시 은평구 ,2023년06월,여,11986,17440,33028,33401,35619,39666,36612,22082,11532,1547,43
서울특별시 서대문구 ,2023년06월,여,8935,11282,26082,22758,22770,25286,21751,13423,8039,1180,46
서울특별시 마포구 ,2023년06월,여,10402,13539,33343,33544,29806,28471,22420,13655,7847,1225,46
서울특별시 양천구 ,2023년06월,여,12747,22961,26511,27049,38194,37880,32708,16859,7783,1438,50
서울특별시 구로구 ,2023년06월,여,11380,13987,26927,30095,29051,31128,30957,18006,8300,1231,42
서울특별시 영등포구 ,2023년06월,여,11162,11340,31433,34761,26436,27290,25033,14971,7857,1200,41
서울특별시 동작구 ,2023년06월,여,10223,12996,33175,29528,27652,29352,27205,16903,8106,1330,49
서울특별시 관악구 ,2023년06월,여,8367,12873,56917,39089,29130,32162,32155,20606,9464,1299,49
서울특별시 서초구 ,2023년06월,여,13679,21916,26034,30548,38803,32239,25603,15264,6285,1211,52
서울특별시 강남구 ,2023년06월,여,15819,29017,35816,41363,52833,42183,33408,20350,7877,1666,70
서울특별시 송파구 ,2023년06월,여,21620,28298,45619,54968,55205,52290,47740,23443,9783,2045,80
서울특별시 강동구 ,2023년06월,여,15263,18344,29307,34740,37432,35890,36299,18099,7550,1475,63
부산광역시 중구 ,2023년06월,여,418,914,2964,2037,2096,3078,4109,2877,1532,251,15
부산광역시 서구 ,2023년06월,여,2409,3447,6366,5059,6730,8260,10223,7044,3969,632,12
부산광역시 동구 ,2023년06월,여,1892,2254,4847,4991,5212,6703,8376,6120,3566,494,10
부산광역시 부산진구 ,2023년06월,여,9456,11921,26314,24077,24451,28682,31317,18484,9708,1324,31
부산광역시 동래구 ,2023년06월,여,9167,12258,14375,15878,22379,22669,23413,13415,6220,969,28
부산광역시 남구 ,2023년06월,여,7133,10895,15450,12933,19212,20859,22318,14312,6963,958,29
부산광역시 북구 ,2023년06월,여,8127,10432,14743,15645,18731,26357,26262,12752,6459,1005,35
부산광역시 해운대구 ,2023년06월,여,11735,17293,19949,21383,31709,35383,32640,18247,9638,1534,48
부산광역시 사하구 ,2023년06월,여,7875,11677,16225,15766,20961,26136,28698,15606,7478,1149,32
부산광역시 금정구 ,2023년06월,여,5081,8037,13394,10541,14466,19075,21247,12639,6456,1015,30
부산광역시 강서구 ,2023년06월,여,8725,7088,5246,11895,12706,8101,8789,3937,2001,385,6
부산광역시 연제구 ,2023년06월,여,6201,7847,11470,12451,15557,17192,18339,10824,5134,721,18
부산광역시 사상구 ,2023년06월,여,4706,6775,12110,10755,12726,18318,20149,10308,4559,602,23
부산광역시 기장군 ,2023년06월,여,8010,9124,7787,11349,16540,12787,12626,7608,3958,703,28
대구광역시 중구 ,2023년06월,여,3028,2902,6556,6288,6027,6177,5701,4244,2391,395,16
대구광역시 동구 ,2023년06월,여,10881,12507,17856,19882,24519,28519,29547,18134,10053,1381,37
대구광역시 서구 ,2023년06월,여,2941,4665,7976,7159,9165,14888,17161,10311,5380,713,18
대구광역시 북구 ,2023년06월,여,13635,19560,26733,22822,33213,39384,31149,17214,9507,1391,41
대구광역시 수성구 ,2023년06월,여,12633,22687,22555,19997,35975,38926,29644,17271,9972,1687,49
대구광역시 달서구 ,2023년06월,여,16224,24893,32551,28731,41577,51352,42228,21128,11365,1664,34
대구광역시 달성군 ,2023년06월,여,12781,12381,11662,17962,21966,20760,17761,8581,4876,800,17
인천광역시 중구 ,2023년06월,여,5900,7065,9624,11239,12719,10574,9523,5360,2896,588,27
인천광역시 동구 ,2023년06월,여,1456,2274,2863,3071,4281,4629,5236,3651,2028,386,9
인천광역시 서구 ,2023년06월,여,25951,30000,35226,44946,51266,50222,36716,15161,8301,1661,68
인천광역시 강화군 ,2023년06월,여,1397,2128,2010,2357,3405,5373,8080,5280,3801,791,25
인천광역시 옹진군 ,2023년06월,여,366,466,681,626,822,1400,2147,1254,803,205,17
광주광역시 동구 ,2023년06월,여,3643,3646,7285,6938,6910,7948,8204,5728,3268,515,23
광주광역시 서구 ,2023년06월,여,8721,13590,20337,16532,23051,25545,19997,11229,5998,1034,49
광주광역시 북구 ,2023년06월,여,14582,19166,26880,25421,32127,36216,31167,17117,9204,1562,59
대전광역시 동구 ,2023년06월,여,6119,9307,13578,11126,15202,17353,18059,10718,6245,941,35
대전광역시 중구 ,2023년06월,여,6109,9731,13853,11578,16414,18856,18412,11605,6654,1075,34
대전광역시 서구 ,2023년06월,여,15830,22794,34363,30820,37897,39453,32160,15168,8225,1486,42
대전광역시 대덕구 ,2023년06월,여,4590,7028,9901,8591,11693,16178,14211,6888,4183,665,31
울산광역시 중구 ,2023년06월,여,6457,8930,9703,10885,15410,19542,17860,8653,3920,604,13
울산광역시 남구 ,2023년06월,여,10040,13468,17377,18614,23832,29890,23494,9805,4347,617,12
울산광역시 동구 ,2023년06월,여,5890,7448,6766,8601,12195,11725,12614,4957,1952,312,10
울산광역시 울주군 ,2023년06월,여,7028,10421,10205,10904,16603,20601,16868,7916,4964,953,24
세종특별자치시  ,2023년06월,여,22159,24755,18576,30702,38814,25234,18505,8482,5273,1148,43
경기도 수원시 ,2023년06월,여,40900,55212,84740,85520,97315,100432,72119,33643,18837,3311,107
경기도 성남시 ,2023년06월,여,30294,40972,57881,65339,75230,77171,64197,33173,17611,3341,107
경기도 의정부시 ,2023년06월,여,14889,19872,30214,29326,35346,41765,34103,18191,10498,1626,60
경기도 안양시 ,2023년06월,여,17692,23713,33613,38075,42004,48672,41494,18493,10359,1970,49
경기도 부천시 ,2023년06월,여,23031,31960,49437,52420,59420,72109,64514,27189,14892,2713,105
경기도 광명시 ,2023년06월,여,9474,13875,16337,18095,24005,24196,20915,9994,5501,960,34
경기도 평택시 ,2023년06월,여,24160,27236,33966,39848,46307,45297,32781,16706,10345,1699,51
경기도 동두천시 ,2023년06월,여,2331,3970,4587,4227,6146,7618,7433,4861,3315,484,12
경기도 안산시 ,2023년06월,여,18036,27798,45238,37624,46398,62496,42044,17348,10979,2009,67
경기도 고양시 ,2023년06월,여,35620,49026,67628,71941,87413,101862,73099,36008,24682,4329,107
경기도 과천시 ,2023년06월,여,3682,3799,4683,5973,6265,6824,5276,2370,1452,307,6
경기도 구리시 ,2023년06월,여,5968,8231,11634,11962,14994,17627,13905,6731,3556,527,14
경기도 남양주시 ,2023년06월,여,27600,38582,39846,43326,65362,62105,49338,26813,14273,2473,116
경기도 오산시 ,2023년06월,여,9255,12268,13337,15720,20674,16874,12126,5826,3161,494,7
경기도 시흥시 ,2023년06월,여,22097,25134,29895,35291,42998,43715,28469,11659,7193,1275,47
경기도 군포시 ,2023년06월,여,8006,11793,16344,17300,20310,24025,20087,8701,5521,1048,38
경기도 의왕시 ,2023년06월,여,5588,6602,9532,10683,11370,14627,12556,5041,3023,615,24
경기도 하남시 ,2023년06월,여,15252,15349,18173,26113,29342,23414,21414,9821,4455,907,37
경기도 용인시 ,2023년06월,여,41176,59507,63643,66882,97889,89048,62060,38546,19914,3485,120
경기도 파주시 ,2023년06월,여,20158,25357,26364,33120,41125,38951,30258,16823,10819,1897,59
경기도 안성시 ,2023년06월,여,5579,8585,10035,9689,13669,15135,14432,7823,5341,998,36
경기도 김포시 ,2023년06월,여,23141,25756,24299,34893,45718,35055,29282,15447,8007,1428,40
경기도 화성시 ,2023년06월,여,47162,53219,50727,72302,86011,62057,42873,19598,10984,2068,70
경기도 광주시 ,2023년06월,여,15056,17130,19795,25467,32574,32752,28411,12981,6426,1111,51
경기도 양주시 ,2023년06월,여,10293,12913,13450,15567,20870,20810,17627,9621,5643,990,38
경기도 포천시 ,2023년06월,여,3326,5129,7055,6012,8278,12704,13156,6629,4745,848,31
경기도 여주시 ,2023년06월,여,3091,4509,5207,5197,7612,9570,10461,5715,3805,739,28
경기도 가평군 ,2023년06월,여,1373,2128,2395,2396,3484,4990,6521,3693,2477,412,15
경기도 양평군 ,2023년06월,여,3136,4669,4394,4923,7981,10309,13145,7298,4443,879,26
강원도 춘천시 ,2023년06월,여,9509,12669,17409,16509,20948,23255,22663,12009,8736,1565,46
강원도 원주시 ,2023년06월,여,12692,16933,20056,22137,28515,30948,27055,12802,9047,1691,46
강원도 강릉시 ,2023년06월,여,5684,8357,10464,9523,15010,17743,19315,11299,7257,1429,51
강원도 동해시 ,2023년06월,여,2752,3969,3594,3753,6566,7457,7859,4551,2807,484,13
강원도 태백시 ,2023년06월,여,896,1628,1353,1322,2675,3130,3839,2715,1559,197,4
강원도 속초시 ,2023년06월,여,2557,3360,3617,4091,5932,7587,7596,3978,2383,493,7
강원도 삼척시 ,2023년06월,여,1631,2445,2889,2284,3731,4777,6038,3832,2956,574,20
강원도 홍천군 ,2023년06월,여,1603,2265,2326,2506,3490,5428,7578,3884,3110,578,22
강원도 횡성군 ,2023년06월,여,921,1630,1427,1410,2158,3851,5598,2975,2297,444,20
강원도 영월군 ,2023년06월,여,676,1164,1228,1106,1934,3040,4122,2599,1947,307,7
강원도 평창군 ,2023년06월,여,772,1217,1207,1223,2110,3501,4701,2723,1849,324,14
강원도 정선군 ,2023년06월,여,673,1115,963,1066,1851,2767,3768,2412,1633,276,12
강원도 철원군 ,2023년06월,여,1375,1569,1660,1853,2385,3095,3739,2399,1714,275,12
강원도 화천군 ,2023년06월,여,706,806,1035,1040,1112,1690,1955,1159,1064,157,10
강원도 인제군 ,2023년06월,여,1161,1098,1225,1650,1782,2263,2780,1388,1072,217,2
강원도 고성군 ,2023년06월,여,631,743,946,1013,1357,2086,2921,1879,1413,250,8
강원도 양양군 ,2023년06월,여,557,768,867,924,1530,2260,3010,1974,1377,279,10
충청북도 청주시 ,2023년06월,여,31819,40996,51682,53924,66552,69567,57329,27604,17909,3105,91
충청북도 충주시 ,2023년06월,여,6180,8577,9484,9865,14284,17718,17953,9910,7267,1221,34
충청북도 제천시 ,2023년06월,여,3550,5605,6360,5376,8184,11156,12578,6989,4686,729,28
충청북도 보은군 ,2023년06월,여,550,891,821,844,1327,2386,3670,2321,2207,464,11
충청북도 옥천군 ,2023년06월,여,963,1721,1623,1575,2680,3945,5250,3328,2740,532,16
충청북도 영동군 ,2023년06월,여,838,1445,1451,1215,2095,3600,4945,3392,2808,460,15
충청북도 진천군 ,2023년06월,여,3227,4029,3632,4774,6464,6379,5879,3029,2566,438,11
충청북도 괴산군 ,2023년06월,여,574,861,922,893,1486,2995,4525,2738,2386,415,11
충청북도 음성군 ,2023년06월,여,2314,3380,3613,3800,5683,7684,8208,4332,3388,608,18
충청남도 천안시 ,2023년06월,여,25470,32849,42742,45791,53750,52006,37980,17539,11142,2076,72
충청남도 공주시 ,2023년06월,여,2261,3884,5108,3826,5802,8303,10228,6095,4943,982,32
충청남도 보령시 ,2023년06월,여,2485,3713,3472,3676,5802,7558,9368,6262,4472,834,32
충청남도 서산시 ,2023년06월,여,6475,8061,7045,8961,12793,13601,12651,7442,5789,1261,46
충청남도 논산시 ,2023년06월,여,2855,4391,4322,4403,6469,8869,10669,6952,5742,1110,28
충청남도 계룡시 ,2023년06월,여,1857,2973,2095,2524,4349,3900,2926,1267,831,165,7
충청남도 당진시 ,2023년06월,여,6594,7778,6059,8775,12274,11921,11739,7081,5669,1018,40
충청남도 금산군 ,2023년06월,여,1022,1929,1479,1499,2568,3919,5261,3573,3117,527,19
충청남도 부여군 ,2023년06월,여,1066,1958,1891,1696,2872,4554,6824,4908,4306,884,24
충청남도 서천군 ,2023년06월,여,928,1522,1375,1332,2310,3557,5396,4228,3630,773,19
충청남도 청양군 ,2023년06월,여,495,944,967,827,1169,2135,3298,2281,2252,430,4
충청남도 예산군 ,2023년06월,여,1662,2661,2698,2847,4250,5978,8182,5553,4598,856,34
전라북도 전주시 ,2023년06월,여,22322,33179,41266,37843,51670,54921,44799,25402,14628,2564,99
전라북도 군산시 ,2023년06월,여,8463,12401,12004,12597,19761,20998,20608,12769,7618,1502,46
전라북도 익산시 ,2023년06월,여,7534,12637,14795,12407,18572,23484,22415,13472,9251,1824,47
전라북도 정읍시 ,2023년06월,여,2502,4136,4158,3696,6272,8337,9099,6909,6035,1166,42
전라북도 남원시 ,2023년06월,여,1899,3202,2887,2769,4673,6269,6940,5209,4673,860,31
전라북도 김제시 ,2023년06월,여,1759,2861,3087,3028,4176,5955,7833,5966,5314,1118,36
전라북도 완주군 ,2023년06월,여,3092,4036,3958,4776,6223,7149,7712,4784,3915,758,26
전라북도 진안군 ,2023년06월,여,477,745,684,714,997,1846,2544,1873,1796,361,16
전라북도 무주군 ,2023년06월,여,413,860,690,685,1138,1767,2354,1756,1718,293,17
전라북도 장수군 ,2023년06월,여,417,753,565,602,966,1565,2140,1609,1620,255,14
전라북도 임실군 ,2023년06월,여,559,697,710,803,952,1858,2478,2100,2193,402,12
전라북도 순창군 ,2023년06월,여,568,1006,852,820,1362,1962,2523,2091,2130,326,16
전라북도 고창군 ,2023년06월,여,1007,1710,1519,1553,2369,3776,5167,4177,4030,773,40
전라남도 목포시 ,2023년06월,여,6782,11446,11314,10734,16967,17924,16346,10168,5555,840,34
전라남도 여수시 ,2023년06월,여,8679,12140,13245,13053,18678,22482,22345,13586,8269,1513,56
전라남도 순천시 ,2023년06월,여,10100,13921,15478,15500,20776,24510,19649,10450,7741,1463,53
전라남도 나주시 ,2023년06월,여,4413,4875,5402,6814,7819,7904,8634,6016,5126,908,30
전라남도 광양시 ,2023년06월,여,5784,7525,7752,8335,10853,13863,9645,4577,3438,736,34
전라남도 담양군 ,2023년06월,여,995,1435,1661,1639,2158,3586,4367,3221,2942,513,35
전라남도 곡성군 ,2023년06월,여,413,761,913,728,1215,2008,2610,2144,2362,474,19
전라남도 구례군 ,2023년06월,여,456,798,698,680,1154,1957,2499,1960,1979,347,9
전라남도 고흥군 ,2023년06월,여,1073,1607,1455,1488,2413,4095,6580,5937,5623,1194,48
전라남도 보성군 ,2023년06월,여,626,1128,1010,931,1575,2679,3815,3357,3547,694,27
전라남도 화순군 ,2023년06월,여,1362,2474,2918,2199,3580,5235,5123,3903,3755,592,21
전라남도 강진군 ,2023년06월,여,716,1100,1059,1034,1526,2391,3274,2697,2632,524,11
전라남도 해남군 ,2023년06월,여,1488,2350,2030,1935,3218,4828,6325,5126,4594,782,33
전라남도 영암군 ,2023년06월,여,1324,1996,1894,1900,2887,4030,4286,3317,2994,502,18
전라남도 무안군 ,2023년06월,여,3511,4966,4266,5153,6926,6158,5979,4181,3288,569,25
전라남도 함평군 ,2023년06월,여,507,883,875,815,1252,2121,2978,2642,2637,475,19
전라남도 영광군 ,2023년06월,여,1743,1918,1999,2237,2753,3715,4390,3731,3174,451,29
전라남도 장성군 ,2023년06월,여,1015,1466,1486,1434,2207,3172,3756,2973,2824,441,16
전라남도 완도군 ,2023년06월,여,1218,1597,1316,1479,2350,3262,4487,3776,3270,576,20
전라남도 신안군 ,2023년06월,여,629,945,950,888,1318,2589,3649,3118,3008,480,14
경상북도 포항시 ,2023년06월,여,16048,21707,21329,24796,36748,43155,43800,21896,11830,2034,60
경상북도 경주시 ,2023년06월,여,6765,9464,10173,10799,16234,22278,22770,14050,9885,1680,49
경상북도 김천시 ,2023년06월,여,4376,5621,5566,6554,8973,11033,12138,7694,5947,1102,35
경상북도 안동시 ,2023년06월,여,4269,6144,7019,6594,10127,12148,13758,9300,7075,1310,34
경상북도 구미시 ,2023년06월,여,16480,20973,21477,27535,35383,34856,23239,9697,6287,1069,43
경상북도 영주시 ,2023년06월,여,2452,4153,3840,3458,6217,8138,9861,6666,4944,898,30
경상북도 영천시 ,2023년06월,여,2532,3037,3437,4005,5296,8164,9949,6937,5265,821,15
경상북도 상주시 ,2023년06월,여,2131,3456,2931,3089,4928,7354,9780,6882,6210,1205,44
경상북도 문경시 ,2023년06월,여,1661,2394,2434,2361,3834,5458,7140,5143,4180,704,31
경상북도 경산시 ,2023년06월,여,8593,11186,15966,14352,19539,23043,20133,11710,7164,1078,30
경상북도 군위군 ,2023년06월,여,264,405,488,512,805,1739,2745,2091,1887,303,8
경상북도 의성군 ,2023년06월,여,808,999,1029,1293,1764,3464,6033,4753,4416,763,26
경상북도 청송군 ,2023년06월,여,393,516,549,586,933,1896,2883,2131,1832,303,4
경상북도 영양군 ,2023년06월,여,279,430,387,405,615,1145,1799,1355,1319,217,11
경상북도 영덕군 ,2023년06월,여,656,907,822,944,1578,2618,3847,3176,2930,491,16
경상북도 청도군 ,2023년06월,여,630,1052,970,1082,1762,3249,4945,3626,3061,635,15
경상북도 고령군 ,2023년06월,여,541,837,876,853,1495,2376,3226,2242,1916,305,8
경상북도 성주군 ,2023년06월,여,799,1000,1063,1298,1767,3384,4801,3252,2455,490,13
경상북도 칠곡군 ,2023년06월,여,3554,5222,4299,5603,9211,9412,7581,4234,3345,574,22
경상북도 봉화군 ,2023년06월,여,472,866,625,698,1184,2261,3489,2425,2284,418,18
경상북도 울진군 ,2023년06월,여,1187,1535,1554,1678,2632,3604,4548,2949,2844,640,15
경상북도 울릉군 ,2023년06월,여,160,218,292,324,465,741,908,574,320,65,0
경상남도 창원시 ,2023년06월,여,33966,46427,49765,57434,79152,91186,81450,38330,19922,3342,69
경상남도 진주시 ,2023년06월,여,11687,16301,18783,18814,25886,28791,26721,15081,9466,1663,45
경상남도 통영시 ,2023년06월,여,3487,6032,4024,5132,9320,10246,11422,6368,3762,597,14
경상남도 사천시 ,2023년06월,여,3261,4860,3832,4668,7999,8632,9278,6161,4321,828,15
경상남도 김해시 ,2023년06월,여,19838,28925,27546,30241,46586,49961,33885,15951,9177,1391,30
경상남도 밀양시 ,2023년06월,여,2293,3496,3275,3652,5788,8613,11472,7278,5273,873,18
경상남도 거제시 ,2023년06월,여,9672,13488,8714,13307,21480,18966,15171,6482,3851,775,20
경상남도 양산시 ,2023년06월,여,14392,17380,16509,21660,30339,30298,25572,12910,7005,1053,35
경상남도 의령군 ,2023년06월,여,400,638,602,715,1095,1889,2808,2093,2272,448,12
경상남도 함안군 ,2023년06월,여,1447,2621,1782,2101,3925,4830,5695,3634,3056,583,6
경상남도 창녕군 ,2023년06월,여,1164,1820,1459,1803,2856,4529,6508,4339,3742,662,14
경상남도 고성군 ,2023년06월,여,926,1785,1374,1380,2622,3926,5252,3705,3104,657,10
경상남도 남해군 ,2023년06월,여,662,1191,989,1049,1891,3061,4434,3579,3474,827,18
경상남도 하동군 ,2023년06월,여,672,1122,1049,1046,1802,3438,4653,3354,3162,703,17
경상남도 산청군 ,2023년06월,여,502,872,861,834,1398,2744,3912,2767,2741,552,14
경상남도 함양군 ,2023년06월,여,715,1271,1053,1048,1780,2985,3952,2951,2889,532,13
경상남도 거창군 ,2023년06월,여,1491,2575,2157,2131,3493,4854,5648,3980,3612,689,22
경상남도 합천군 ,2023년06월,여,607,1033,998,941,1616,3020,4724,3826,3927,682,28
제주특별자치도 제주시 ,2023년06월,여,19454,25428,27449,29636,39927,41499,31916,17124,11144,2626,211
제주특별자치도 서귀포시 ,2023년06월,여,6404,8443,7978,9323,14104,15360,14080,8510,5989,1274,96
서울특별시 종로구 ,2023년09월,남,3027,4858,10286,9658,9366,11850,10393,5191,2672,313,11
서울특별시 중구 ,2023년09월,남,2916,3106,8107,10376,8583,9545,9098,4738,2082,232,5
서울특별시 용산구 ,2023년09월,남,5777,7016,14186,18829,15725,17015,14457,6914,3458,414,13
서울특별시 동대문구 ,2023년09월,남,9342,11590,27242,25391,25084,26393,23680,12660,5633,441,12
서울특별시 중랑구 ,2023년09월,남,9877,12363,24308,29445,27901,31913,30606,15052,5929,439,11
서울특별시 성북구 ,2023년09월,남,12542,18047,30781,28260,31482,34840,27328,14526,6830,593,16
서울특별시 도봉구 ,2023년09월,남,7474,11701,18837,19479,21504,25797,24989,13223,5751,509,17
서울특별시 노원구 ,2023년09월,남,13833,24745,33912,30642,36348,41562,33918,17296,7101,712,15
서울특별시 은평구 ,2023년09월,남,12628,18320,29030,32293,34971,37280,31793,17176,7866,601,19
서울특별시 서대문구 ,2023년09월,남,9153,11201,22832,22067,22053,23562,19503,10176,5097,463,12
서울특별시 마포구 ,2023년09월,남,10681,13387,26102,29990,27675,27119,19876,9927,5010,521,8
서울특별시 양천구 ,2023년09월,남,13223,24910,26804,26579,34894,36967,29880,14999,4942,437,13
서울특별시 구로구 ,2023년09월,남,11777,14464,24870,31342,30084,30530,27820,15950,5985,427,9
서울특별시 영등포구 ,2023년09월,남,11533,11953,26067,35746,27942,27946,24130,12762,5564,515,17
서울특별시 동작구 ,2023년09월,남,10465,13490,31083,30348,27566,27735,23465,13265,5927,518,18
서울특별시 관악구 ,2023년09월,남,8748,12987,52935,49479,33425,33623,28451,16874,7194,470,12
서울특별시 서초구 ,2023년09월,남,14278,22695,23794,26366,33391,31959,22321,13086,5282,519,12
서울특별시 강남구 ,2023년09월,남,16938,32090,32059,36536,44969,42329,28961,17559,6578,615,22
서울특별시 송파구 ,2023년09월,남,22700,29413,40128,50318,51772,48565,42194,22238,7230,650,16
서울특별시 강동구 ,2023년09월,남,16144,20470,27311,33881,37104,34499,32084,16783,5355,428,16
부산광역시 중구 ,2023년09월,남,496,840,2622,2290,2423,3310,3743,2192,878,78,1
부산광역시 서구 ,2023년09월,남,2609,3617,5849,5309,6958,8562,9198,5553,2315,166,6
부산광역시 동구 ,2023년09월,남,2065,2422,4597,5817,6204,7324,7664,4711,1954,157,5
부산광역시 부산진구 ,2023년09월,남,9929,12141,23620,25333,25231,27148,27620,14870,5816,427,7
부산광역시 동래구 ,2023년09월,남,9545,13232,14771,16021,21277,21141,19853,11263,4070,283,2
부산광역시 남구 ,2023년09월,남,7298,11368,17158,13688,19030,20393,18907,11388,4578,289,8
부산광역시 북구 ,2023년09월,남,8432,11111,16349,17209,18936,22973,25031,11232,3737,235,2
부산광역시 해운대구 ,2023년09월,남,12078,18431,21355,20763,28695,31888,29136,14810,5519,449,11
부산광역시 사하구 ,2023년09월,남,8294,12111,18576,17652,22156,25253,26254,13540,4446,291,3
부산광역시 금정구 ,2023년09월,남,5181,8295,15616,11862,14372,17360,18578,10445,4098,311,5
부산광역시 강서구 ,2023년09월,남,9081,7539,6326,12091,15698,9111,8901,4070,1149,94,2
부산광역시 연제구 ,2023년09월,남,6185,8092,11400,12761,14943,15610,15449,8842,3546,212,3
부산광역시 사상구 ,2023년09월,남,4976,7151,13286,13107,14142,18083,19915,8886,2588,145,1
부산광역시 기장군 ,2023년09월,남,8179,9805,8811,11274,17007,13613,11154,6414,2283,189,3
대구광역시 중구 ,2023년09월,남,3253,3031,5819,7180,6349,6127,5078,3010,1483,148,2
대구광역시 동구 ,2023년09월,남,11329,13713,19607,23296,25715,27703,25778,14325,5923,441,6
대구광역시 서구 ,2023년09월,남,3226,4802,9144,9821,10621,15189,15489,7929,3071,180,2
대구광역시 북구 ,2023년09월,남,13775,20471,30787,26565,31768,38100,29780,13257,5424,383,4
