행정기관,날짜,성별,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
서울특별시 종로구 ,2023년03월,남,3118,5024,10444,9639,9545,11984,10289,5158,2665,293,11
서울특별시 중구 ,2023년03월,남,2985,3148,8195,10062,8566,9733,9055,4673,2048,227,7
서울특별시 용산구 ,2023년03월,남,5950,7175,14546,18848,15898,17258,14341,6802,3417,396,9
서울특별시 동대문구 ,2023년03월,남,9326,11663,27152,24988,24859,26149,23368,12463,5518,436,11
서울특별시 중랑구 ,2023년03월,남,10220,12630,24911,29564,28382,32284,30261,14765,5751,409,9
서울특별시 성북구 ,2023년03월,남,12961,18367,31137,28594,32001,34833,27073,14423,6677,557,11
서울특별시 도봉구 ,2023년03월,남,7870,11979,19427,19604,21928,26135,24694,13021,5648,488,12
서울특별시 노원구 ,2023년03월,남,14259,25391,34444,30683,37044,41547,33631,16924,6910,683,16
서울특별시 은평구 ,2023년03월,남,12903,18477,29331,32110,35107,36940,31335,16797,7754,583,13
서울특별시 서대문구 ,2023년03월,남,9354,11399,22968,22077,22245,23756,19380,10001,5093,447,12
서울특별시 마포구 ,2023년03월,남,10988,13731,26552,29840,28118,27057,19682,9813,4937,483,14
서울특별시 양천구 ,2023년03월,남,13652,25133,27268,26682,35306,37152,29624,14637,4815,424,10
서울특별시 구로구 ,2023년03월,남,12255,14553,25310,31455,30531,30568,27581,15597,5771,411,7
서울특별시 영등포구 ,2023년03월,남,11870,12168,26456,35457,28269,28206,23879,12690,5471,494,13
서울특별시 동작구 ,2023년03월,남,10705,13662,31122,30143,27854,27674,23299,13108,5826,492,15
서울특별시 관악구 ,2023년03월,남,9113,13465,53841,48745,33871,33776,28357,16709,7054,434,11
서울특별시 서초구 ,2023년03월,남,14678,22645,23914,26070,33762,31505,22136,12847,5093,499,9
서울특별시 강남구 ,2023년03월,남,16749,31566,32118,35486,44516,41845,28414,17181,6331,589,16
서울특별시 송파구 ,2023년03월,남,23467,29661,40875,50203,52058,49039,41890,21722,7012,623,14
서울특별시 강동구 ,2023년03월,남,16654,20673,27799,34107,37346,34676,31920,16347,5150,403,16
부산광역시 중구 ,2023년03월,남,528,892,2709,2293,2548,3372,3737,2162,849,82,0
부산광역시 서구 ,2023년03월,남,2698,3623,5993,5360,7137,8587,9169,5466,2295,167,8
부산광역시 동구 ,2023년03월,남,1925,2376,4689,5389,6027,7171,7572,4657,1932,145,6
부산광역시 부산진구 ,2023년03월,남,10043,12188,23865,24984,25397,27246,27384,14604,5688,410,5
부산광역시 동래구 ,2023년03월,남,9826,13263,15190,16195,21428,21170,19763,11096,3942,269,4
부산광역시 남구 ,2023년03월,남,7571,11496,17435,13721,19355,20453,18980,11292,4474,289,5
부산광역시 북구 ,2023년03월,남,8720,11277,17086,17418,19141,23469,24742,10943,3659,213,2
부산광역시 해운대구 ,2023년03월,남,12576,18637,22064,20768,29100,32145,28858,14544,5428,423,12
부산광역시 사하구 ,2023년03월,남,8663,12375,19125,17930,22418,25400,26173,13287,4287,292,3
부산광역시 금정구 ,2023년03월,남,5405,8491,16026,11990,14698,17635,18569,10320,3982,294,5
부산광역시 강서구 ,2023년03월,남,9379,7313,6460,12383,15543,9010,8861,3920,1117,91,2
부산광역시 연제구 ,2023년03월,남,6419,8182,11507,12692,15105,15569,15509,8694,3455,194,4
부산광역시 사상구 ,2023년03월,남,5076,7262,13639,12798,14343,18227,19656,8643,2525,140,2
부산광역시 기장군 ,2023년03월,남,8541,9696,8885,11526,17047,13401,11006,6262,2214,177,3
대구광역시 중구 ,2023년03월,남,3022,2918,5732,6585,6013,5958,4922,2958,1437,145,1
대구광역시 동구 ,2023년03월,남,11318,13598,19927,22669,25706,27427,25343,14071,5730,419,6
대구광역시 서구 ,2023년03월,남,3186,4794,9430,9289,10702,15290,15266,7742,2998,158,2
대구광역시 북구 ,2023년03월,남,14455,21003,31491,26759,32543,38391,29352,13019,5314,357,3
대구광역시 수성구 ,2023년03월,남,13738,25114,26065,20407,30663,35710,26432,13242,5955,565,5
대구광역시 달서구 ,2023년03월,남,17447,26545,36752,32876,39818,47728,38951,16757,6193,465,5
대구광역시 달성군 ,2023년03월,남,13386,13344,14669,20171,23699,20634,17164,7456,2487,216,4
인천광역시 중구 ,2023년03월,남,6242,7238,9953,12924,14622,12709,9487,4704,1715,153,7
인천광역시 동구 ,2023년03월,남,1612,2449,3263,3536,4893,5122,4939,2806,1167,88,3
인천광역시 서구 ,2023년03월,남,27272,31308,37287,46088,54358,50488,36900,13444,4386,399,15
인천광역시 강화군 ,2023년03월,남,1510,2335,2740,2648,3958,5892,8069,4914,2517,237,7
인천광역시 옹진군 ,2023년03월,남,376,589,1834,1144,1442,1971,2565,1242,484,61,2
광주광역시 동구 ,2023년03월,남,3899,3883,7585,7267,7666,7836,7229,4488,2353,208,2
광주광역시 서구 ,2023년03월,남,9453,15163,21544,17455,22169,24295,17470,8924,3587,311,3
광주광역시 북구 ,2023년03월,남,15314,21297,30215,27669,32951,35036,27705,13696,5483,443,5
대전광역시 동구 ,2023년03월,남,6755,9900,15486,13232,16789,18590,17005,8868,3654,311,7
대전광역시 중구 ,2023년03월,남,6514,10332,14474,12581,16964,19380,16908,9388,4185,386,11
대전광역시 서구 ,2023년03월,남,17168,24209,35661,32650,36207,37061,29205,12796,5019,436,8
대전광역시 대덕구 ,2023년03월,남,4913,7789,12264,10886,12754,16538,13781,5891,2318,186,1
울산광역시 중구 ,2023년03월,남,6950,10230,12644,12583,16215,19240,16969,7361,2348,151,1
울산광역시 남구 ,2023년03월,남,10847,15042,22382,22086,23876,29446,22951,8859,2534,147,0
울산광역시 동구 ,2023년03월,남,6094,8397,8772,10608,14388,12283,11995,5055,1123,60,1
울산광역시 울주군 ,2023년03월,남,7650,11148,13943,12875,17895,22490,18256,7354,2532,216,1
세종특별자치시  ,2023년03월,남,23171,24950,19488,29775,38555,27427,18127,7491,2947,275,6
경기도 수원시 ,2023년03월,남,44101,59236,93512,95512,99685,99178,69913,27344,10722,1009,27
경기도 성남시 ,2023년03월,남,31651,43159,61616,68684,73989,77139,61003,27572,11237,1108,38
경기도 의정부시 ,2023년03월,남,16031,20820,30843,30760,36285,39977,31598,14335,6251,515,12
경기도 안양시 ,2023년03월,남,18653,25580,36614,40464,41686,46094,38897,15940,5881,577,10
경기도 부천시 ,2023년03월,남,24535,33736,52881,55880,61200,68041,60825,23868,8046,744,30
경기도 광명시 ,2023년03월,남,10085,14776,17658,19381,23445,24153,19064,8389,2980,262,11
경기도 평택시 ,2023년03월,남,25037,28522,43672,50478,54368,50384,33550,13387,5927,511,13
경기도 동두천시 ,2023년03월,남,2606,4088,5460,4888,6626,8547,7322,3627,1873,164,4
경기도 안산시 ,2023년03월,남,19107,29847,52223,45577,50872,63362,45384,14608,5621,556,15
경기도 고양시 ,2023년03월,남,37292,51204,70322,71514,84045,96374,72026,27858,13974,1520,40
경기도 과천시 ,2023년03월,남,3838,3853,4937,5784,5915,6254,5028,2013,903,112,3
경기도 구리시 ,2023년03월,남,6501,8757,12293,12286,15299,16809,13616,5494,2197,186,5
경기도 남양주시 ,2023년03월,남,29783,40765,43242,43286,65167,63746,47187,22323,9031,742,26
경기도 오산시 ,2023년03월,남,9757,13053,16189,19566,23786,18507,11808,4739,1863,141,1
경기도 시흥시 ,2023년03월,남,22965,26495,35933,40954,50603,47533,31605,10073,3688,318,9
경기도 군포시 ,2023년03월,남,8587,12704,18114,19446,20169,22933,18834,7319,3133,360,10
경기도 의왕시 ,2023년03월,남,6027,7039,10850,11257,11685,13552,11958,4657,1752,182,3
경기도 하남시 ,2023년03월,남,16179,15509,18214,25843,31087,23897,19722,9506,2766,228,5
경기도 용인시 ,2023년03월,남,43800,61749,69970,67180,94912,90006,58150,30743,14711,1337,32
경기도 파주시 ,2023년03월,남,21398,26294,31633,36263,43597,42091,30103,13388,6431,613,21
경기도 안성시 ,2023년03월,남,6195,9022,12348,12094,15864,17050,14748,6951,3005,276,8
경기도 김포시 ,2023년03월,남,24765,26463,25562,33769,48185,36390,27952,13430,5046,451,16
경기도 화성시 ,2023년03월,남,49508,54716,59648,80034,95290,70841,44632,17393,6517,515,19
경기도 광주시 ,2023년03월,남,15869,17906,22762,27853,36190,34375,27929,12079,4198,292,15
경기도 양주시 ,2023년03월,남,10221,12916,15106,15878,21218,21992,17353,8242,3458,294,12
경기도 포천시 ,2023년03월,남,3694,5772,9596,7992,9883,15508,15644,6099,2704,268,10
경기도 여주시 ,2023년03월,남,3320,4862,6195,5898,8009,10525,10845,5387,2362,240,1
경기도 가평군 ,2023년03월,남,1441,2256,3380,2935,4017,5792,6914,3497,1617,154,6
경기도 양평군 ,2023년03월,남,3362,5170,5520,5402,8069,10784,13003,7096,2982,268,5
강원도 춘천시 ,2023년03월,남,10112,13618,19985,17729,20437,23497,21150,9536,4994,507,21
강원도 원주시 ,2023년03월,남,13476,17973,23100,23151,27892,30834,26289,10621,5031,469,11
강원도 강릉시 ,2023년03월,남,6197,9322,12869,10899,15431,18413,17591,9154,4161,373,9
강원도 동해시 ,2023년03월,남,2945,4375,5129,4528,7157,8203,7400,3795,1669,119,3
강원도 태백시 ,2023년03월,남,1042,1798,1777,1579,3002,3656,3833,2084,872,34,1
강원도 속초시 ,2023년03월,남,2722,3557,4770,4974,5930,7376,7011,3074,1351,115,5
강원도 삼척시 ,2023년03월,남,1693,2712,3774,2731,4396,5874,6165,3285,1447,143,0
강원도 홍천군 ,2023년03월,남,1693,2364,3570,3116,4061,6120,8147,3839,1763,169,3
강원도 횡성군 ,2023년03월,남,1030,1838,1913,1669,2590,4364,6056,2958,1385,100,1
강원도 영월군 ,2023년03월,남,768,1501,1623,1369,2232,3769,4713,2341,1086,91,3
강원도 평창군 ,2023년03월,남,738,1463,1817,1445,2586,4098,5195,2534,1121,82,1
강원도 정선군 ,2023년03월,남,698,1164,1442,1381,2526,3636,4287,2027,915,73,4
강원도 철원군 ,2023년03월,남,1440,1783,2994,2442,2691,3562,3870,1941,940,95,1
강원도 화천군 ,2023년03월,남,791,807,2013,1545,1328,1951,2340,1009,571,57,4
강원도 인제군 ,2023년03월,남,1205,1187,2684,2339,2172,2637,3232,1325,639,62,5
강원도 고성군 ,2023년03월,남,641,862,1607,1285,1642,2580,3017,1536,740,76,6
강원도 양양군 ,2023년03월,남,588,931,1270,1205,1866,2598,3155,1751,846,61,0
충청북도 청주시 ,2023년03월,남,33637,43693,62436,62519,69047,69179,55389,22921,9710,819,13
충청북도 충주시 ,2023년03월,남,6433,9394,12691,12377,15252,18580,18179,8146,4050,340,9
충청북도 제천시 ,2023년03월,남,3776,5998,8174,6324,8686,11784,12411,6088,2732,191,5
충청북도 보은군 ,2023년03월,남,618,1034,1236,1032,1666,2924,4015,2086,1123,127,1
충청북도 옥천군 ,2023년03월,남,1067,1959,2184,1733,3072,4528,5635,3096,1452,177,1
충청북도 영동군 ,2023년03월,남,900,1554,1955,1465,2531,4188,5315,2804,1536,135,2
충청북도 진천군 ,2023년03월,남,3554,4394,5189,6183,7764,7737,6391,2693,1340,113,5
충청북도 괴산군 ,2023년03월,남,594,919,1334,1195,1962,3708,5208,2672,1276,120,3
충청북도 음성군 ,2023년03월,남,2519,3757,4932,5164,7250,9582,9369,4170,1874,156,8
충청남도 천안시 ,2023년03월,남,27191,35015,48682,52845,58560,54106,38648,15086,6116,565,11
충청남도 공주시 ,2023년03월,남,2448,4145,5838,4667,6510,8875,10226,5505,2742,334,3
충청남도 보령시 ,2023년03월,남,2569,4003,4854,4549,7015,8735,9325,5209,2530,243,4
충청남도 서산시 ,2023년03월,남,6849,8936,10937,11658,14648,15558,12828,6909,3281,361,3
충청남도 논산시 ,2023년03월,남,3035,4675,5638,5112,7425,9876,11023,5817,2962,349,10
충청남도 계룡시 ,2023년03월,남,1856,3291,2643,2594,4021,3807,2584,1115,393,41,2
충청남도 당진시 ,2023년03월,남,6811,8481,8867,11812,15653,15463,12663,6542,3269,342,2
충청남도 금산군 ,2023년03월,남,1018,2176,2009,1696,3064,4817,5693,3154,1590,174,3
충청남도 부여군 ,2023년03월,남,1239,2236,2601,2019,3489,5219,7041,4254,2407,305,2
충청남도 서천군 ,2023년03월,남,981,1592,1936,1637,2794,4312,5471,3583,2029,243,3
충청남도 청양군 ,2023년03월,남,544,1063,1447,1011,1637,2728,3540,2075,1232,165,2
충청남도 예산군 ,2023년03월,남,1740,2856,3492,3424,4894,7058,8176,4760,2697,250,4
전라북도 전주시 ,2023년03월,남,23763,35448,46023,39845,50036,53252,40065,20536,8644,794,10
전라북도 군산시 ,2023년03월,남,8840,13296,15207,14170,21709,23637,20111,10946,4213,375,9
전라북도 익산시 ,2023년03월,남,8001,13438,17960,13717,19642,24367,21911,11350,4870,497,5
전라북도 정읍시 ,2023년03월,남,2664,4655,5392,4230,7036,9704,9399,5606,3086,283,7
전라북도 남원시 ,2023년03월,남,2121,3510,3675,2936,4827,7123,7142,4195,2251,233,11
전라북도 김제시 ,2023년03월,남,1873,3083,4010,3243,5264,7387,8105,4873,2588,306,6
전라북도 완주군 ,2023년03월,남,3102,4412,4966,4998,7258,8678,8370,4437,2046,188,4
전라북도 진안군 ,2023년03월,남,500,831,973,688,1333,2453,2994,1795,932,84,1
전라북도 무주군 ,2023년03월,남,486,878,880,805,1424,2228,2614,1399,886,89,1
전라북도 장수군 ,2023년03월,남,456,794,847,657,1272,1973,2352,1443,746,102,1
전라북도 임실군 ,2023년03월,남,631,790,1035,922,1486,2497,3072,1880,1103,127,3
전라북도 순창군 ,2023년03월,남,586,1099,1077,819,1631,2434,2791,1622,961,118,1
전라북도 고창군 ,2023년03월,남,1162,2129,2106,1778,3072,4866,5258,3495,1938,170,2
전라남도 목포시 ,2023년03월,남,7493,12017,13620,11266,18237,18684,14664,8106,3026,237,3
전라남도 여수시 ,2023년03월,남,9228,12841,17459,15454,20818,25101,21718,12035,4402,355,6
전라남도 순천시 ,2023년03월,남,10786,14909,18928,16496,20339,24647,19605,9099,3866,381,4
전라남도 나주시 ,2023년03월,남,4734,5100,6045,7265,9313,9639,9218,5035,2377,254,6
전라남도 광양시 ,2023년03월,남,6027,8086,10727,9760,12092,16090,10689,4185,1680,150,1
전라남도 담양군 ,2023년03월,남,979,1497,2369,1734,2747,4498,4874,2780,1449,158,3
전라남도 곡성군 ,2023년03월,남,424,930,1128,840,1455,2628,2978,1786,1081,120,3
전라남도 구례군 ,2023년03월,남,439,858,977,657,1368,2409,2632,1620,903,93,1
전라남도 고흥군 ,2023년03월,남,1066,1840,2082,1721,3226,5500,6794,4811,2688,305,7
전라남도 보성군 ,2023년03월,남,694,1222,1406,1122,2073,3558,4111,2754,1624,189,7
전라남도 화순군 ,2023년03월,남,1484,2765,3385,2308,3783,6123,5760,3090,1686,165,1
전라남도 강진군 ,2023년03월,남,681,1197,1391,1117,1792,2952,3366,2181,1233,112,3
전라남도 해남군 ,2023년03월,남,1616,2454,2857,2247,4041,6223,6604,4235,2198,170,0
전라남도 영암군 ,2023년03월,남,1432,2183,2829,2164,4225,5525,4861,2678,1383,131,2
전라남도 무안군 ,2023년03월,남,3836,5055,4982,5214,7639,7417,6139,3608,1525,111,0
전라남도 함평군 ,2023년03월,남,527,1037,1276,968,1824,3114,3435,2033,1220,116,1
전라남도 영광군 ,2023년03월,남,1749,2064,2591,2319,3472,4753,4657,2902,1504,123,3
전라남도 장성군 ,2023년03월,남,1052,1589,2279,1719,2791,4284,4319,2558,1357,135,3
전라남도 완도군 ,2023년03월,남,1354,1771,1920,1742,3330,4349,4548,3135,1611,132,1
전라남도 신안군 ,2023년03월,남,680,981,1450,1423,2676,4187,4627,2834,1410,102,4
경상북도 포항시 ,2023년03월,남,17474,23978,29772,29414,38065,43674,41663,19763,6334,470,12
경상북도 경주시 ,2023년03월,남,7238,10327,13218,12552,17835,23771,22693,11515,4872,462,6
경상북도 김천시 ,2023년03월,남,4745,6669,7358,7371,9854,12130,12068,6356,2944,304,6
경상북도 안동시 ,2023년03월,남,4615,6885,8199,7477,10690,13111,13331,7562,3874,347,5
경상북도 구미시 ,2023년03월,남,17765,22931,29058,32096,36477,35741,24215,8118,2975,266,0
경상북도 영주시 ,2023년03월,남,2699,4564,5227,4226,6549,8849,9359,5528,2744,250,7
경상북도 영천시 ,2023년03월,남,2675,3400,5153,4804,6504,9593,10388,5997,2636,228,1
경상북도 상주시 ,2023년03월,남,2355,3872,4190,3606,5594,8309,9845,5609,2962,291,3
경상북도 문경시 ,2023년03월,남,1773,2905,3201,2710,4324,6042,7119,4090,2044,189,5
경상북도 경산시 ,2023년03월,남,9149,11818,19630,17221,20766,23065,19422,9516,3844,325,1
경상북도 군위군 ,2023년03월,남,317,479,760,724,1099,2309,3245,1908,1017,83,0
경상북도 의성군 ,2023년03월,남,895,1080,1475,1600,2435,4354,6372,3913,2286,206,2
경상북도 청송군 ,2023년03월,남,449,563,868,913,1202,2270,3007,1839,961,84,2
경상북도 영양군 ,2023년03월,남,302,455,531,502,858,1571,1874,1111,669,58,3
경상북도 영덕군 ,2023년03월,남,658,991,1190,1064,1819,3159,3732,2317,1387,123,0
경상북도 청도군 ,2023년03월,남,649,1104,1347,1296,2287,3678,5243,3274,1540,145,0
경상북도 고령군 ,2023년03월,남,602,975,1223,1061,1859,3170,3652,2030,925,91,1
경상북도 성주군 ,2023년03월,남,832,1167,1671,1701,2528,4322,5535,2979,1298,128,5
경상북도 칠곡군 ,2023년03월,남,3873,5810,6254,6804,10869,11096,8462,3589,1639,173,1
경상북도 봉화군 ,2023년03월,남,567,878,1023,885,1627,2809,3944,2185,1211,134,1
경상북도 울진군 ,2023년03월,남,1265,1786,2389,2117,3076,4543,4594,2445,1285,117,1
경상북도 울릉군 ,2023년03월,남,167,218,515,482,776,1080,1027,509,222,19,0
경상남도 창원시 ,2023년03월,남,36631,50589,64782,66169,83741,89684,78770,33267,10633,775,12
경상남도 진주시 ,2023년03월,남,12694,17969,23030,20554,25683,28227,24425,11880,4620,392,8
경상남도 통영시 ,2023년03월,남,3611,6453,5418,5501,10628,11325,10786,5552,1824,127,0
경상남도 사천시 ,2023년03월,남,3493,5241,5925,5802,8852,9907,8877,4804,2060,166,1
경상남도 김해시 ,2023년03월,남,21372,30766,33976,33159,46672,50924,35132,13042,4392,327,4
경상남도 밀양시 ,2023년03월,남,2398,3880,4589,4311,6492,9106,11084,6047,2477,194,2
경상남도 거제시 ,2023년03월,남,10682,14641,11829,14537,24945,22662,15712,6080,1867,170,5
경상남도 양산시 ,2023년03월,남,15368,18136,19357,23134,31527,30248,24476,10754,3845,287,5
경상남도 의령군 ,2023년03월,남,485,735,930,821,1467,2419,3248,1735,898,110,5
경상남도 함안군 ,2023년03월,남,1573,2958,2724,2387,4460,6021,6484,3150,1360,131,2
경상남도 창녕군 ,2023년03월,남,1275,2016,2184,2343,3583,5456,6657,3672,1646,149,1
경상남도 고성군 ,2023년03월,남,935,2170,2050,1699,3232,4893,5416,3202,1458,140,2
경상남도 남해군 ,2023년03월,남,738,1493,1700,1184,2138,3690,4473,2988,1569,185,0
경상남도 하동군 ,2023년03월,남,721,1363,1569,1292,2283,4215,5172,2894,1473,163,1
경상남도 산청군 ,2023년03월,남,557,1049,1180,1013,1687,3317,4307,2457,1234,113,4
경상남도 함양군 ,2023년03월,남,737,1437,1449,1159,2054,3518,4054,2332,1270,124,3
경상남도 거창군 ,2023년03월,남,1632,3173,3133,2368,3594,5279,5655,3072,1641,192,2
경상남도 합천군 ,2023년03월,남,680,1149,1427,1194,2098,3887,5107,3024,1668,161,2
제주특별자치도 제주시 ,2023년03월,남,20777,27388,30931,30621,41145,43543,30853,14328,6075,527,9
제주특별자치도 서귀포시 ,2023년03월,남,6861,9215,9630,9246,15259,17648,14102,7294,3322,277,5
서울특별시 종로구 ,2023년03월,여,3085,5145,11627,9673,10198,12149,10144,6301,3911,634,23
서울특별시 중구 ,2023년03월,여,2870,3222,9496,10000,8308,9608,9111,5602,3410,617,20
서울특별시 용산구 ,2023년03월,여,5744,6988,16857,19015,16342,17890,15067,8693,5517,964,39
서울특별시 동대문구 ,2023년03월,여,9025,11459,29461,23430,23384,25612,24563,15389,8135,1138,45
서울특별시 중랑구 ,2023년03월,여,9870,12086,26767,28081,26172,33114,32291,17502,8573,1319,42
서울특별시 성북구 ,2023년03월,여,12444,17991,34421,28413,33380,35619,30655,18674,10245,1582,42
서울특별시 도봉구 ,2023년03월,여,7270,11247,19360,18521,21980,28406,27784,15303,8465,1327,40
서울특별시 노원구 ,2023년03월,여,13449,23687,33120,30722,40635,44512,38802,21706,12227,2055,68
서울특별시 은평구 ,2023년03월,여,12216,17609,33310,33397,36061,39678,36348,21970,11375,1520,37
서울특별시 서대문구 ,2023년03월,여,9102,11423,26085,22673,22972,25253,21649,13358,7976,1169,45
서울특별시 마포구 ,2023년03월,여,10523,13646,33477,33454,29939,28407,22307,13592,7753,1208,49
서울특별시 양천구 ,2023년03월,여,12918,23130,26747,27073,38491,37822,32585,16556,7725,1422,47
서울특별시 구로구 ,2023년03월,여,11550,14069,27023,30048,29283,31135,30835,17774,8153,1234,40
서울특별시 영등포구 ,2023년03월,여,11288,11355,31553,34591,26677,27256,25043,14865,7813,1167,33
서울특별시 동작구 ,2023년03월,여,10284,13078,33184,29364,27776,29384,27068,16797,8000,1320,46
서울특별시 관악구 ,2023년03월,여,8506,13086,56994,38926,29345,32278,32137,20457,9373,1289,48
서울특별시 서초구 ,2023년03월,여,13906,21995,25984,30553,39011,32135,25573,15057,6190,1220,49
서울특별시 강남구 ,2023년03월,여,15752,28919,35520,40866,52668,41719,33087,19955,7781,1652,68
서울특별시 송파구 ,2023년03월,여,21915,28454,45835,54942,55412,52394,47551,23158,9693,2009,79
서울특별시 강동구 ,2023년03월,여,15473,18465,29591,34811,37571,35941,36199,17827,7489,1466,58
부산광역시 중구 ,2023년03월,여,432,937,3000,2049,2141,3108,4102,2863,1528,248,9
부산광역시 서구 ,2023년03월,여,2418,3497,6430,5067,6807,8256,10210,7023,3958,617,12
부산광역시 동구 ,2023년03월,여,1807,2222,4837,4832,5162,6622,8355,6077,3532,492,12
부산광역시 부산진구 ,2023년03월,여,9624,11984,26362,24064,24627,28667,31301,18227,9623,1305,28
부산광역시 동래구 ,2023년03월,여,9322,12271,14561,15964,22510,22627,23373,13275,6159,957,30
부산광역시 남구 ,2023년03월,여,7208,10969,15546,12913,19333,20912,22309,14251,6835,962,23
부산광역시 북구 ,2023년03월,여,8259,10476,15058,15707,18996,26485,26058,12618,6413,987,29
부산광역시 해운대구 ,2023년03월,여,11915,17416,20230,21510,32015,35558,32481,18053,9585,1504,44
부산광역시 사하구 ,2023년03월,여,8031,11743,16426,15826,21145,26203,28624,15416,7388,1146,28
부산광역시 금정구 ,2023년03월,여,5162,8118,13536,10615,14671,19263,21222,12524,6395,991,24
부산광역시 강서구 ,2023년03월,여,8845,6947,5353,11994,12627,8067,8768,3875,1990,382,8
부산광역시 연제구 ,2023년03월,여,6267,7909,11452,12445,15693,17163,18311,10705,5082,739,19
부산광역시 사상구 ,2023년03월,여,4768,6841,12120,10770,12858,18503,20002,10185,4483,595,19
부산광역시 기장군 ,2023년03월,여,8191,9065,7798,11434,16575,12654,12564,7454,3936,693,26
대구광역시 중구 ,2023년03월,여,2963,2907,6505,6101,5973,6088,5656,4194,2356,385,16
대구광역시 동구 ,2023년03월,여,10915,12494,17925,19733,24504,28427,29310,17974,9883,1368,35
대구광역시 서구 ,2023년03월,여,2886,4648,8013,6924,9145,14855,17039,10171,5294,695,19
대구광역시 북구 ,2023년03월,여,13927,19731,26877,23012,33698,39426,30931,17071,9359,1356,42
대구광역시 수성구 ,2023년03월,여,12899,22836,22790,20100,36465,38837,29456,17072,9917,1664,45
대구광역시 달서구 ,2023년03월,여,16550,25094,32944,28901,42148,51596,41916,20838,11269,1657,33
대구광역시 달성군 ,2023년03월,여,12939,12330,11734,18081,21967,20665,17555,8457,4864,781,14
인천광역시 중구 ,2023년03월,여,5767,6983,9483,10916,12574,10405,9277,5301,2871,571,22
인천광역시 동구 ,2023년03월,여,1448,2296,2756,3006,4301,4498,5188,3618,2015,370,9
인천광역시 서구 ,2023년03월,여,25983,29777,35181,44255,51086,49701,36000,14814,8222,1652,59
인천광역시 강화군 ,2023년03월,여,1414,2144,2037,2374,3457,5416,8014,5253,3810,771,24
인천광역시 옹진군 ,2023년03월,여,376,474,702,649,827,1404,2118,1231,795,203,17
광주광역시 동구 ,2023년03월,여,3645,3672,7194,6888,6934,7903,8130,5726,3197,524,18
광주광역시 서구 ,2023년03월,여,8921,13667,20520,16660,23220,25519,19827,11091,5958,1030,39
광주광역시 북구 ,2023년03월,여,14762,19277,27219,25503,32399,36300,30740,16949,9166,1541,53
대전광역시 동구 ,2023년03월,여,6231,9435,13478,11220,15433,17314,18053,10648,6188,950,29
대전광역시 중구 ,2023년03월,여,6253,9844,14055,11640,16733,18828,18364,11516,6640,1051,33
대전광역시 서구 ,2023년03월,여,16158,22967,34565,30871,38324,39441,31923,15039,8165,1469,44
대전광역시 대덕구 ,2023년03월,여,4696,7144,9987,8679,11906,16142,14136,6847,4144,652,25
울산광역시 중구 ,2023년03월,여,6590,8938,9893,10989,15583,19625,17728,8505,3881,591,13
울산광역시 남구 ,2023년03월,여,10146,13514,17602,18572,24085,29930,23274,9684,4304,613,12
울산광역시 동구 ,2023년03월,여,5914,7392,6818,8582,12184,11710,12540,4851,1920,314,8
울산광역시 울주군 ,2023년03월,여,7169,10463,10340,11027,16859,20482,16658,7815,4913,951,19
세종특별자치시  ,2023년03월,여,22491,24524,18661,30970,38679,24943,18288,8380,5252,1174,35
경기도 수원시 ,2023년03월,여,41344,55568,85370,85210,98060,100178,70986,33219,18688,3258,105
경기도 성남시 ,2023년03월,여,30518,41244,58390,65447,75745,77267,63874,32830,17470,3327,108
경기도 의정부시 ,2023년03월,여,14886,19918,30421,29180,35497,41610,33637,17975,10420,1616,50
경기도 안양시 ,2023년03월,여,17893,23945,33958,38173,42390,48850,41153,18252,10344,1918,48
경기도 부천시 ,2023년03월,여,23240,32127,49969,52393,59909,72256,63809,26802,14763,2662,97
경기도 광명시 ,2023년03월,여,9690,14048,16609,18410,24392,24348,21044,9977,5497,946,33
경기도 평택시 ,2023년03월,여,24199,27150,33991,39654,46405,44825,32377,16547,10289,1694,49
경기도 동두천시 ,2023년03월,여,2441,3998,4672,4325,6289,7638,7404,4838,3296,463,13
경기도 안산시 ,2023년03월,여,18292,28176,45827,37726,47157,62461,41287,17201,10930,1970,65
경기도 고양시 ,2023년03월,여,35991,49233,68216,71808,88253,101749,71882,35825,24445,4227,111
경기도 과천시 ,2023년03월,여,3573,3725,4677,5905,6141,6736,5195,2334,1414,309,5
경기도 구리시 ,2023년03월,여,6060,8292,11794,11918,15167,17569,13751,6644,3534,523,14
경기도 남양주시 ,2023년03월,여,28140,38588,40069,43726,65960,61786,48889,26552,14084,2448,109
경기도 오산시 ,2023년03월,여,9450,12238,13491,15813,20766,16751,11981,5743,3124,472,8
경기도 시흥시 ,2023년03월,여,22347,25155,30097,35296,43012,43404,27932,11517,7080,1276,44
경기도 군포시 ,2023년03월,여,8178,11884,16627,17351,20589,24001,19877,8590,5484,1022,40
경기도 의왕시 ,2023년03월,여,5732,6592,9744,10797,11495,14781,12472,5022,3009,622,18
경기도 하남시 ,2023년03월,여,15456,15199,18250,26106,29221,23368,21155,9676,4431,916,34
경기도 용인시 ,2023년03월,여,41843,59054,63690,67082,98412,88112,61406,38118,19635,3457,114
경기도 파주시 ,2023년03월,여,20434,25322,26624,33183,41214,38782,29755,16662,10713,1876,53
